SNAPSHOT_TIME_ET,CONF,FRANCHISE,PLAYER_ID,PLAYER,SALARY,YEARS,CONTRACT,ROSTER_STATUS
07/21/2026 07:23 AM EDT,NFC,Minnesota Vikings,17643,"Demmings, Charles MIN CB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Minnesota Vikings,16889,"Duck, Storm MIA CB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Minnesota Vikings,14904,"Fulton, Kristian KCC CB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Minnesota Vikings,17592,"Igbinosun, Davison BUF CB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Minnesota Vikings,16350,"Jones, Jaylon IND CB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15238,"Fields, Justin KCC QB",$10.71,4,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16584,"McCarthy, J.J. MIN QB",$4.87,2,2024 1.06,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16582,"Nix, Bo DEN QB",$1.69,2,2024 2.12,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16152,"Richardson, Anthony IND QB",$10.93,1,2023 1.01,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,11150,"Smith, Geno NYJ QB",$8.36,1,2025 B/R,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16596,"Allen, Braelon NYJ RB",$1.25,2,2024 3.16,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16608,"Holani, George SEA RB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15259,"Stevenson, Rhamondre NEP RB",$5.28,1,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15721,"White, Rachaad WAS RB",$3.75,1,2025 ORFA3,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,14104,"Brown, A.J. NEP WR",$36.61,1,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17082,"Bryant, Pat DEN WR",$1.19,3,2025 3.21,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17171,"Dike, Chimere TEN WR",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,12801,"Hill, Tyreek FA WR",$6.65,2,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17520,"Hurst, Ted TBB WR",$1.39,4,2026 3.06,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16635,"McCaffrey, Luke WAS WR",$4.09,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17080,"Noel, Jaylin HOU WR",$1.46,3,2025 3.04,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16192,"Washington, Parker JAC WR",$12.00,4,2026 SRFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16206,"Wilson, Michael ARI WR",$25.00,3,2026 SRFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17108,"Arroyo, Elijah SEA TE",$1.38,3,2025 3.08,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17567,"Delp, Oscar NOS TE",$1.15,4,2026 4.01,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,13189,"Engram, Evan DEN TE",$11.50,1,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16212,"Mayer, Michael LVR TE",$2.78,1,2023 1.15,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16221,"Schoonmaker, Luke DAL TE",$4.10,4,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15368,"McPherson, Evan CIN PK",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17424,"Smyth, Charlie NOS PK",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15032,"Fox, Jack DET PN",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17352,"Kroeger, Kai HOU PN",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17165,"Caldwell, Jamaree LAC DT",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16513,"London, LaCale ATL DT",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,14900,"Madubuike, Nnamdi BAL DT",$10.45,1,2025 B/R,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15446,"Slaton, Tedarrell CIN DT",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16693,"Sweat, T'Vondre NYJ DT",$1.23,2,2024 3.19,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17120,"Green, Mike BAL DE",$1.57,3,2025 2.16,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17122,"Walker, Jalon ATL DE",$1.72,3,2025 2.12,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16799,"Bethune, Tatum SFO LB",$2.10,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15396,"Deablo, Divine ATL LB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,14247,"Greenlaw, Dre SFO LB",$6.06,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,14218,"Okereke, Bobby FA LB",$6.48,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16279,"Moss, Riley DEN CB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16240,"Porter Jr., Joey PIT CB",$2.01,1,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16241,"Witherspoon, Devon SEA CB",$3.70,1,2023 4.08^,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15875,"Belton, Dane NYJ S",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16018,"Blankenship, Reed HOU S",$2.01,3,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15402,"Molden, Elijah LAC S",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16572,"Okada, Ty SEA S",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17059,"Gordon, Ollie MIA RB",$1.04,3,2025 5.09,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17063,"Mafah, Phil DAL RB",$1.07,3,2025 4.18,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17486,"Miller, Jam NEP RB",$0.99,4,2026 5.07,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17518,"Allen, Cyrus KCC WR",$1.00,4,2026 5.01,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,0800,"Stonehouse, Jack HOU PN",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15173,"Tart, Teair LAC DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15877,"Uwazurike, Eyioma DEN DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16273,"Young, Byron PHI DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17666,"van den Berg, Jordan CHI DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17619,"Dennis-Sutton, Dani GBP DE",$1.07,4,2026 4.11,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17155,"Gillotte, Ashton KCC DE",$1.03,3,2025 5.21,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17597,"Height, Romello SFO DE",$0.98,4,2026 5.15,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,13682,"Key, Arden IND DE",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17265,"Dolac, Shaun LAR LB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17636,"Dugger, Jaden SFO LB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17645,"Elliott, Keyshaun CHI LB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17634,"Jefferson, Justin CLE LB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17208,"Mauigoa, Francisco NYJ LB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16383,"Pace, Ivan MIN LB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17126,"Stutsman, Danny NOS LB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16664,"Trotter Jr., Jeremiah PHI LB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16288,"Blackmon, Mekhi IND CB",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16703,"Phillips, Andru NYG CB",$1.03,1,2024 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17164,"Williams, Nohl KCC CB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,16271,"Brown, Sydney ATL S",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,15364,"Cisco, Andre NYJ S",$1.10,1,2026 UFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17564,"Ramsey, Kamari HOU S",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Atlanta Falcons,17250,"Wohler, Hunter IND S",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,13589,"Allen, Josh BUF QB",$27.24,1,2021 EXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,14073,"Jacobs, Josh GBP RB",$21.20,1,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17051,"Judkins, Quinshon CLE RB",$4.75,3,2025 1.07,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16178,"Mitchell, Keaton LAC RB",$6.05,1,2024 RRFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15749,"Pacheco, Isiah DET RB",$5.88,1,2025 SRFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16619,"Franklin, Troy DEN WR",$1.52,2,2024 3.02,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17075,"Golden, Matthew GBP WR",$2.99,3,2025 1.13,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16639,"Legette, Xavier CAR WR",$2.28,2,2024 2.02,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16626,"Mitchell, Adonai NYJ WR",$2.10,2,2024 2.04,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15762,"Pickens, George DAL WR",$33.75,6,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15768,"Pierce, Alec IND WR",$20.65,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16185,"Smith-Njigba, Jaxon SEA WR",$5.45,1,2023 1.06,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16620,"Worthy, Xavier KCC WR",$5.43,2,2024 1.05,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17103,"Fannin, Harold CLE TE",$1.51,3,2025 3.02,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15798,"Likely, Isaiah NYG TE",$4.26,4,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,8851,"Folk, Nick ATL PK",$1.10,1,2025 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15051,"Townsend, Tommy TEN PN",$2.07,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12739,"Clark, Kenny DAL DT",$5.23,1,2024 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12754,"Collins, Maliek CLE DT",$2.30,1,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16661,"Hall Jr., Michael CLE DT",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12305,"Jarrett, Grady CHI DT",$2.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,14158,"Oliver, Ed BUF DT",$7.13,2,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12698,"Reed, Jarran SEA DT",$1.10,1,2025 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16344,"Stills, Dante ARI DT",$2.04,1,2025 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17174,"Walker, Deone BUF DT",$2.73,6,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12686,"Bosa, Joey BUF DE",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15352,"Collins, Zaven ARI DE",$2.90,1,2025 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,13198,"Garrett, Myles LAR DE",$19.60,1,2024 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,12221,"Hunter, Danielle HOU DE",$10.45,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15815,"Walker, Travon JAC DE",$10.19,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15869,"Bernard, Terrel BUF LB",$3.70,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15890,"McFadden, Micah NYG LB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17556,"Reese, Arvell NYG LB",$2.76,4,2026 1.15,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15076,"Rozeboom, Christian TBB LB",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16870,"Speights, Omar LAR LB",$2.06,2,2025 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,14221,"Williams, Quincy CLE LB",$5.75,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15852,"Gordon, Kyler CHI CB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16702,"Green, Renardo SFO CB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15989,"Jobe, Josh SEA CB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,13764,"Johnson, Taron LVR CB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,14907,"Delpit, Grant CLE S",$2.98,1,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16263,"Martin, Quan WAS S",$1.84,1,2023 2.11,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16717,"Taylor-Demerson, Dadrion ARI S",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17485,"Black, Kaelon SFO RB",$1.04,4,2026 4.15,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16640,"Cowing, Jacob SFO WR",$1.08,2,2024 5.10,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16684,"Washington, Malik MIA WR",$1.09,2,2024 5.04,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17547,"Klare, Max LAR TE",$1.09,4,2026 4.08,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,11947,"McManus, Brandon FA PK",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17712,"Harris, Zxavian NOS DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17686,"Keenan, Tim LAR DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17195,"Mills, Rylie SEA DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,15565,"Hoecht, Michael BUF DE",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16738,"Carlies, Jaylon IND LB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17623,"Elarms-Orr, Kaleb BUF LB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17166,"Ransaw, Caleb JAC CB",$0.99,2,2025 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,16725,"Mustapha, Malik SFO S",$1.03,1,2024 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,Carolina Panthers,17172,"Woodson, Craig NEP S",$0.99,2,2025 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17032,"Dart, Jaxson NYG QB",$2.35,3,2025 2.02,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16580,"Maye, Drake NEP QB",$4.04,2,2024 1.08,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16583,"Penix Jr., Michael ATL QB",$2.86,2,2024 1.13,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16169,"Charbonnet, Zach SEA RB",$2.54,1,2023 2.01,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15253,"Etienne, Travis NOS RB",$7.32,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17044,"Hampton, Omarion LAC RB",$9.05,3,2025 1.02,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17048,"Johnson, Kaleb PIT RB",$3.41,3,2025 1.11,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17053,"Marks, Woody HOU RB",$1.20,2,2025 3.20,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16174,"Rodriguez, Chris JAC RB",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15779,"Doubs, Romeo NEP WR",$5.30,4,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14835,"Higgins, Tee CIN WR",$19.09,2,2023 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15751,"London, Drake ATL WR",$19.15,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16616,"Odunze, Rome CHI WR",$6.14,2,2024 1.04,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14842,"Pittman, Michael PIT WR",$8.38,2,2023 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16723,"Barner, AJ SEA TE",$6.51,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14138,"Hockenson, T.J. MIN TE",$11.00,1,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14867,"Kmet, Cole CHI TE",$5.75,1,2025 B/R,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15802,"Otton, Cade TBB TE",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13772,"Schultz, Dalton HOU TE",$8.18,1,2024 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16269,"Strange, Brenton JAC TE",$4.60,3,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17222,"Loop, Tyler BAL PK",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16843,"Mevis, Harrison LAR PK",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,12842,"Dixon, Riley TBB PN",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,11985,"Way, Tress WAS PN",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15357,"Barmore, Christian NEP DT",$13.70,1,2025 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14899,"Kinlaw, Javon WAS DT",$2.09,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15393,"Odighizuwa, Osa SFO DT",$2.20,2,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14157,"Williams, Quinnen DAL DT",$14.06,2,2023 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16235,"Hall, Derick SEA DE",$3.11,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13284,"Hendrickson, Trey BAL DE",$6.00,2,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17150,"Oladejo, Oluwafemi TEN DE",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13690,"Sweat, Josh ARI DE",$4.38,2,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15806,"Thibodeaux, Kayvon NYG DE",$2.01,3,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17149,"Tuimoloau, JT IND DE",$3.14,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16266,"Tuipulotu, Tuli LAC DE",$3.51,4,2025 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14877,"Young, Chase NOS DE",$5.40,3,2026 mEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17124,"Carter, Barrett CIN LB",$0.99,2,2025 UDFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15404,"Jones, Ernest SEA LB",$3.75,2,2023 iEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16236,"To'oTo'o, Henry HOU LB",$2.00,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15380,"Campbell, Tyson CLE CB",$3.40,4,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14180,"Murphy, Byron MIN CB",$3.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15375,"Newsome, Greg NYG CB",$1.10,1,2026 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17156,"Porter, Darien LVR CB",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17142,"Revel, Shavon DAL CB",$1.10,1,2026 ERFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17187,"Riley, Quincy NOS CB",$1.10,1,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15872,"Bryant, Coby CHI S",$4.02,3,2026 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15860,"Cook, Bryan CIN S",$2.01,2,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15001,"Curl, Kamren LAR S",$2.88,2,2024 oEXT,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16460,"Hickman, Ronnie CLE S",$1.10,1,2025 R/F,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,14518,"Thompson, Jalen DAL S",$2.47,2,2026 UFA,Active
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17035,"Leonard, Riley IND QB",$0.99,2,2025 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17465,"Nussmeier, Garrett KCC QB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17654,"Payton, Cole PHI QB",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13610,"Chubb, Nick FA RB",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16601,"Shipley, Will PHI RB",$1.09,1,2024 5.08,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17599,"Douglas, Caleb MIA WR",$1.22,4,2026 3.15,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17514,"Stribling, De'Zhaun SFO WR",$2.20,4,2026 2.04,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,16645,"All, Erick CIN TE",$1.08,2,2024 5.20,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17651,"Cuevas, Josh BAL TE",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17549,"Roush, Sam CHI TE",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17154,"Alexander, Darius NYG DT",$1.10,1,2026 ERFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15892,"Booker, Thomas LVR DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13770,"Franklin-Myers, John TEN DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17611,"Jackson, Darrell NYJ DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17600,"McClellan, Chris GBP DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17595,"Onyedim, Tyler DEN DT",$0.94,3,2026 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17196,"Phillips, Jordan MIA DT",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,15089,"Roach, Malcolm DEN DT",$1.10,1,2026 ERFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,10267,"Miller, Von WAS DE",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,13245,"Reddick, Haason TBB DE",$1.10,1,2026 R/F,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17114,"Stewart, Shemar CIN DE",$1.25,2,2025 3.15,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,17173,"Kiser, Jack JAC LB",$0.99,2,2025 UDFA,Taxi
07/21/2026 07:23 AM EDT,NFC,New Orleans Saints,12238,"Perryman, Denzel LAC LB",$1.10,1,2026 R/F,Taxi
