SNAPSHOT_TIME_ET,CONF,FRANCHISE,PLAYER_ID,PLAYER,INJURY,BYE,SALARY,YEARS,CONTRACT,ROSTER_STATUS
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17573,"Johnson, Chris",,,$1.12,4,2026 4.04,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15398,"Jones, Patrick",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15808,"Karlaftis, George",,,$3.91,4,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17519,"Lance, Bryce",,,$1.02,4,2026 4.20,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17184,"Lane, Jaylin",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15140,"Lewis, Cam",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16604,"Lloyd, MarShawn",,,$1.42,2,2024 3.06,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17104,"Loveland, Colston",,,$4.32,3,2025 1.08,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15853,"Mafe, Boye",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,13116,"Mahomes, Patrick",,,$41.48,3,2023 oEXT,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15473,"McDuffie, Isaiah",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17475,"McGowan, Seth",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,14109,"McLaurin, Terry",,,$22.80,2,2026 B/R,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16171,"Miller, Kendre",,,$2.34,1,2023 2.03,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16296,"Miller, Ventrell",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16189,"Mims, Marvin",,,$1.80,1,2023 2.12,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17615,"Moore, Devin",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17129,"Morrison, Benjamin",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17153,"Mukuba, Andrew",,,$1.11,3,2025 4.09,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,12772,"Murray, Eric",,,$1.10,1,2025 R/F,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17609,"Neal, Julian",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15754,"Olave, Chris",,,$7.33,5,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15124,"Pierre, James",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16927,"Redmond, Jalen",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16194,"Rice, Rashee",,,$3.70,1,2023 2.04^,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17515,"Rivers, Eric",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17086,"Royals, Jalen",,,$1.24,3,2025 3.16,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17505,"Sarratt, Elijah",,,$1.36,4,2026 3.07,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17039,"Shough, Tyler",,,$1.35,3,2025 3.09,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,14163,"Simmons, Jeffery",,,$20.43,2,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17178,"Simon, Cody",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,17045,"Skattebo, Cam",,,$1.86,3,2025 2.09,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,15515,"Snowden, Charles",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16716,"Wilson, Payton",,,$1.24,2,2024 3.18,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16610,"Wright, Jaylen",,,$1.73,2,2024 2.11,
05/13/2026 09:55 PM EDT,NFC,Chicago Bears,16276,"Young, Byron",,,$5.81,1,2023 3.19^,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14840,"Aiyuk, Brandon",,,$7.20,3,2026 B/R,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17550,"Bain Jr., Rueben",,,$3.80,4,2026 1.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16330,"Baringer, Bryce",,,$1.14,1,2023 5.18,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16594,"Benson, Trey",,,$2.46,2,2024 1.16,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17220,"Borregales, Andres",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16193,"Boutte, Kayshon",,,$5.78,3,2026 SRFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16281,"Brown, Ji'Ayir",,,$1.17,1,2023 5.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17523,"Caldwell, Jeff",,,$0.98,4,2026 5.16,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15258,"Carter, Michael",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17477,"Coleman, Jonah",,,$1.81,4,2026 2.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15715,"Cook, James",,,$13.73,1,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14225,"Crosby, Maxx",,,$26.66,3,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14805,"Dillon, AJ",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14921,"Dugger, Kyle",,,$5.72,1,2023 SRFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16654,"Elliss, Jonah",,,$1.10,2,2024 4.23,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17107,"Ferguson, Terrance",,,$1.76,3,2025 2.11,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14244,"Gay, Matt",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17672,"Gill-Howard, Skyler",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14930,"Hamilton, Davon",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,13683,"Hand, Da'Shawn",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17226,"Hassanein, Ahmed",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17627,"Hibner, Matthew",,,$0.98,4,2026 5.12,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17234,"Horn, Jimmy",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17036,"Howard, Will",,,$1.06,3,2025 5.04,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15452,"Hufanga, Talanoa",,,$5.92,1,2024 SRFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17064,"Hunter, Jarquez",,,$1.06,3,2025 5.02,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,14783,"Hurts, Jalen",,,$25.87,4,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16457,"Izien, Christian",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17201,"James, Shemar",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16649,"Johnson, Theo",,,$1.29,2,2024 3.14,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17662,"Kelly, Jack",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17559,"Lawson, Deontae",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15461,"Lopez, Roy",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15849,"McCreary, Roger",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15702,"McKee, Tanner",,,$1.10,1,2025 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17071,"McMillan, Tetairoa",,,$6.72,3,2025 1.04,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15390,"McNeill, Alim",,,$2.06,2,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17334,"Meeks, Jackson",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17152,"Norman-Lott, Omarr",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15382,"Onwuzurike, Levi",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15388,"Ossai, Joseph",,,$3.67,2,2026 ORFA3,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16283,"Overshown, DeMarvion",,,$5.17,1,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15914,"Rodriguez, Malcolm",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15761,"Shakir, Khalil",,,$7.98,3,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16896,"Shrader, Spencer",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17207,"Sigle, Marques",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17463,"Simpson, Ty",,,$2.91,4,2026 1.14,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15282,"Smith, DeVonta",,,$20.53,3,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17157,"TeSlaa, Isaac",,,$1.33,3,2025 3.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17608,"Thomas, Jakobe",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17529,"Thompson, Brenen",,,$1.07,4,2026 4.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,16282,"Turner, Kobie",,,$11.00,3,2026 SRFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15376,"Turner, Payton",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15846,"Walker, Quay",,,$5.70,2,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,13707,"Ward, Denzel",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17678,"West, Tyre",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17620,"Wetjen, Kaden",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17134,"Williams, Kyle",,,$1.97,3,2025 2.07,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17146,"Williams, Tyleik",,,$1.09,3,2025 4.14,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,17555,"Woods, Peter",,,$1.30,4,2026 3.10,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15894,"Woolen, Tariq",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Detroit Lions,15864,"Wright, Alex",,,$3.95,2,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17639,"Abney, Keith",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15355,"Bolton, Nick",,,$7.43,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17500,"Boston, Denzel",,,$2.12,4,2026 2.05,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16244,"Branch, Brian",,,$3.70,1,2023 4.02^,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,12616,"Brissett, Jacoby",,,$12.66,1,2026 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17185,"Buchanan, Teddye",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17269,"Chism, Efton",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,13782,"Dickson, Michael",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,14472,"Dodson, Tyrel",,,$5.00,1,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17664,"Eckley, Ryan",,,$0.99,4,2026 5.05,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17135,"Ezeiruaku, Donovan",,,$1.39,3,2025 3.07,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17099,"Gadsden, Oronde",,,$1.04,3,2025 5.10,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17137,"Harmon, Derrick",,,$1.91,3,2025 2.08,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16614,"Harrison Jr., Marvin",,,$9.67,2,2024 1.01,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16303,"Herbig, Nick",,,$9.00,1,2026 ORFA5,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17098,"Horton, Tory",,,$1.11,3,2025 4.10,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17474,"Johnson, Emmett",,,$1.14,4,2026 4.02,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,12741,"Jones, Chris",,,$5.64,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17517,"Lane, Ja'Kobi",,,$1.11,4,2026 4.05,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17267,"Larison, Lan",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17159,"Martin, Nick",,,$1.16,3,2025 4.03,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,14067,"Minshew, Gardner",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,13635,"Moore, D.J.",,,$22.26,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17587,"Moore, Derrick",,,$1.41,4,2026 3.05,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,14056,"Murray, Kyler",,,$24.40,2,2025 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16692,"Newton, Jer'Zhan",,,$1.54,2,2024 3.01,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15385,"Ojulari, Azeez",,,$2.42,2,2025 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15349,"Phillips, Jaelan",,,$9.41,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15329,"Pitts, Kyle",,,$9.39,4,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17361,"Ponder, Elijah",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17631,"Prysock, Ephesians",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17181,"Ransom, Lathan",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16161,"Robinson, Bijan",,,$9.22,1,2023 1.02,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16080,"Shaheed, Rashid",,,$5.96,2,2025 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16741,"Smith-Wade, Chau",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16729,"Still, Tarheeb",,,$3.34,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15377,"Stokes, Eric",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,14979,"Strnad, Justin",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17498,"Tyson, Jordyn",,,$6.27,4,2026 1.05,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16230,"Van Ness, Lukas",,,$1.59,1,2023 3.02,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15284,"Waddle, Jaylen",,,$16.36,4,2025 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15711,"Walker III, Kenneth",,,$10.80,3,2026 oEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16719,"Williams, Evan",,,$5.05,2,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,15391,"Williams, Milton",,,$5.00,1,2024 UFA,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,16432,"Wilson, Emanuel",,,$3.50,1,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Green Bay Packers,17621,"Woodaz, Wade",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15911,"Araiza, Matt",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16671,"Arnold, Terrion",,,$1.13,2,2024 4.10,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17231,"Bartholomew, Gavin",,,$0.99,2,2025 UDFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15861,"Bonitto, Nik",,,$5.93,2,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17507,"Branch, Zachariah",,,$1.34,4,2026 3.08,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15292,"Brown, Dyami",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15356,"Browning, Baron",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17040,"Cook, Brady",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,13592,"Darnold, Sam",,,$24.98,2,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15817,"Davis, Jordan",,,$15.36,3,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16675,"DeJean, Cooper",,,$1.24,2,2024 3.17,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16204,"Dell, Tank",,,$1.35,1,2023 3.15,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17643,"Demmings, Charles",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16187,"Downs, Josh",,,$1.98,1,2023 2.08,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16786,"Drake-Rodriguez, Levi",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16889,"Duck, Storm",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,13806,"Elliott, DeShon",,,$7.70,2,2025 RRFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17277,"Fitzgerald, Ryan",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,14904,"Fulton, Kristian",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15255,"Gainwell, Kenneth",,,$4.28,2,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,10945,"Hekker, Johnny",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17592,"Igbinosun, Davison",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,14059,"Jones, Daniel",,,$11.88,2,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16350,"Jones, Jaylon",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,10292,"Jordan, Cameron",,,$1.10,1,2025 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16214,"LaPorta, Sam",,,$3.10,1,2023 1.13,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16013,"Landman, Nate",,,$1.10,1,2025 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16217,"Latu, Cameron",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16149,"Levis, Will",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,13307,"Milano, Matt",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16689,"Murphy, Byron",,,$1.98,2,2024 2.06,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15786,"Nailor, Jalen",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17046,"Neal, Devin",,,$1.12,3,2025 4.08,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16679,"Nubin, Tyler",,,$1.38,2,2024 3.08,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15386,"Odeyingbo, Dayo",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16369,"Ojomo, Moro",,,$1.10,1,2025 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,13813,"Oluokun, Foyesade",,,$12.58,2,2026 oEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15350,"Parsons, Micah",,,$9.92,3,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16293,"Phillips, Clark",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17473,"Price, Jadarian",,,$4.99,4,2026 1.07,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17607,"Raridon, Eli",,,$1.03,4,2026 4.17,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15346,"Rousseau, Gregory",,,$12.67,1,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,14080,"Singletary, Devin",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,0801,"Thorson, Brett",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17151,"Turner, Shemar",,,$1.07,3,2025 5.01,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15981,"Turpin, KaVontae",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16356,"Valentine, Carrington",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15109,"Westbrook-Ikhine, Nick",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15081,"Wharton, Tershawn",,,$5.63,3,2025 iEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,16452,"Whelan, Daniel",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,17512,"Williams, Antonio",,,$2.39,4,2026 2.02,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15256,"Williams, Javonte",,,$12.42,3,2026 oEXT,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15694,"Willis, Malik",,,$8.00,3,2026 ORFA2,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,13447,"Wilson, Eric",,,$5.77,1,2026 SRFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,14909,"Winfield, Antoine",,,$15.43,2,2024 UFA,
05/13/2026 09:55 PM EDT,NFC,Minnesota Vikings,15626,"Wright, Brock",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,16746,"Ali, Rasheen",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,16596,"Allen, Braelon",,,$1.25,2,2024 3.16,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17518,"Allen, Cyrus",,,$1.00,4,2026 5.01,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,10814,"Anger, Bryan",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17108,"Arroyo, Elijah",,,$1.38,3,2025 3.08,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,16799,"Bethune, Tatum",,,$2.10,3,2026 oEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,16018,"Blankenship, Reed",,,$2.01,3,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,14104,"Brown, A.J.",,,$36.61,1,2024 oEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17082,"Bryant, Pat",,,$1.19,3,2025 3.21,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17165,"Caldwell, Jamaree",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17567,"Delp, Oscar",,,$1.15,4,2026 4.01,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17619,"Dennis-Sutton, Dani",,,$1.07,4,2026 4.11,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17171,"Dike, Chimere",,,$1.10,1,2026 ERFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17636,"Dugger, Jaden",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17645,"Elliott, Keyshaun",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,13189,"Engram, Evan",,,$11.50,1,2024 oEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17604,"Everette, Daylen",,,$0.94,3,2026 UDFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,15238,"Fields, Justin",,,$10.71,4,2024 iEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17155,"Gillotte, Ashton",,,$1.03,3,2025 5.21,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17059,"Gordon, Ollie",,,$1.04,3,2025 5.09,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17120,"Green, Mike",,,$1.57,3,2025 2.16,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,14247,"Greenlaw, Dre",,,$6.06,1,2025 UFA,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17597,"Height, Romello",,,$0.98,4,2026 5.15,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,16333,"Higgins, Elijah",,,$1.10,1,2026 R/F,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,12801,"Hill, Tyreek",,,$6.65,2,2026 mEXT,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17520,"Hurst, Ted",,,$1.39,4,2026 3.06,
05/13/2026 09:55 PM EDT,NFC,Atlanta Falcons,17634,"Jefferson, Justin",,,$0.94,3,2026 UDFA,
