season,snapshot_time,franchise_id,franchise_name,CONF,player_id,player_name,player_team,player_pos,roster_status,roster_salary,roster_years,roster_contractInfo
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,15356,"Browning, Baron",ARI,DE,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,15386,"Odeyingbo, Dayo",CHI,DE,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,13307,"Milano, Matt",BUF,LB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,17643,"Demmings, Charles",MIN,CB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,17592,"Igbinosun, Davison",BUF,CB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,14080,"Singletary, Devin",NYG,RB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,15292,"Brown, Dyami",WAS,WR,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,15981,"Turpin, KaVontae",DAL,WR,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,15109,"Westbrook-Ikhine, Nick",IND,WR,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,14904,"Fulton, Kristian",KCC,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,14925,"Uche, Josh",MIA,DE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,16889,"Duck, Storm",MIA,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,16350,"Jones, Jaylon",IND,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,17607,"Raridon, Eli",NEP,TE,Taxi,1.03,4,2026 4.17
2026,2026-07-13T19:54:36Z,0008,Minnesota Vikings,NFC,17151,"Turner, Shemar",CHI,DT,Taxi,1.07,3,2025 5.01
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,13189,"Engram, Evan",DEN,TE,Active,11.5,1,2024 oEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15238,"Fields, Justin",KCC,QB,Active,10.71,4,2024 iEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15721,"White, Rachaad",WAS,RB,Active,3.75,1,2025 ORFA3
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16582,"Nix, Bo",DEN,QB,Active,1.69,2,2024 2.12
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17122,"Walker, Jalon",ATL,DE,Active,1.72,3,2025 2.12
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17120,"Green, Mike",BAL,DE,Active,1.57,3,2025 2.16
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17080,"Noel, Jaylin",HOU,WR,Active,1.46,3,2025 3.04
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17082,"Bryant, Pat",DEN,WR,Active,1.19,3,2025 3.21
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17171,"Dike, Chimere",TEN,WR,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16240,"Porter Jr., Joey",PIT,CB,Active,2.01,1,2026 oEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16693,"Sweat, T'Vondre",NYJ,DT,Active,1.23,2,2024 3.19
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16584,"McCarthy, J.J.",MIN,QB,Active,4.87,2,2024 1.06
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,14247,"Greenlaw, Dre",SFO,LB,Active,6.06,1,2025 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15259,"Stevenson, Rhamondre",NEP,RB,Active,5.28,1,2026 oEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16152,"Richardson, Anthony",IND,QB,Active,10.93,1,2023 1.01
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16596,"Allen, Braelon",NYJ,RB,Active,1.25,2,2024 3.16
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16635,"McCaffrey, Luke",WAS,WR,Active,4.09,4,2025 iEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17108,"Arroyo, Elijah",SEA,TE,Active,1.38,3,2025 3.08
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,14104,"Brown, A.J.",NEP,WR,Active,36.61,1,2024 oEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17424,"Smyth, Charlie",NOS,PK,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16192,"Washington, Parker",JAC,WR,Active,12,4,2026 SRFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16206,"Wilson, Michael",ARI,WR,Active,25,3,2026 SRFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,11150,"Smith, Geno",NYJ,QB,Active,8.36,1,2025 B/R
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16018,"Blankenship, Reed",HOU,S,Active,2.01,3,2026 mEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,12801,"Hill, Tyreek",FA,WR,Active,6.65,2,2026 mEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16212,"Mayer, Michael",LVR,TE,Active,2.78,1,2023 1.15
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17520,"Hurst, Ted",TBB,WR,Active,1.39,4,2026 3.06
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16241,"Witherspoon, Devon",SEA,CB,Active,3.7,1,2023 4.08^
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17567,"Delp, Oscar",NOS,TE,Active,1.15,4,2026 4.01
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,14900,"Madubuike, Nnamdi",BAL,DT,Active,10.45,1,2025 B/R
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,14218,"Okereke, Bobby",FA,LB,Active,6.48,1,2025 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15396,"Deablo, Divine",ATL,LB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16572,"Okada, Ty",SEA,S,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15032,"Fox, Jack",DET,PN,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16221,"Schoonmaker, Luke",DAL,TE,Active,4.1,4,2024 iEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15446,"Slaton, Tedarrell",CIN,DT,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16279,"Moss, Riley",DEN,CB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15368,"McPherson, Evan",CIN,PK,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17352,"Kroeger, Kai",HOU,PN,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17165,"Caldwell, Jamaree",LAC,DT,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16513,"London, LaCale",ATL,DT,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16799,"Bethune, Tatum",SFO,LB,Active,2.1,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16016,"Kohou, Kader",KCC,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15875,"Belton, Dane",NYJ,S,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15402,"Molden, Elijah",LAC,S,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,0800,"Stonehouse, Jack",HOU,PN,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15173,"Tart, Teair",LAC,DT,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15877,"Uwazurike, Eyioma",DEN,DT,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17636,"Dugger, Jaden",SFO,LB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17645,"Elliott, Keyshaun",CHI,LB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17634,"Jefferson, Justin",CLE,LB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17208,"Mauigoa, Francisco",NYJ,LB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17486,"Miller, Jam",NEP,RB,Taxi,0.99,4,2026 5.07
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16273,"Young, Byron",PHI,DT,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17250,"Wohler, Hunter",IND,S,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17265,"Dolac, Shaun",LAR,LB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17126,"Stutsman, Danny",NOS,LB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,15364,"Cisco, Andre",NYJ,S,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,13682,"Key, Arden",IND,DE,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16383,"Pace, Ivan",MIN,LB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16664,"Trotter Jr., Jeremiah",PHI,LB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17164,"Williams, Nohl",KCC,CB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16271,"Brown, Sydney",ATL,S,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17564,"Ramsey, Kamari",HOU,S,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16288,"Blackmon, Mekhi",IND,CB,Taxi,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17059,"Gordon, Ollie",MIA,RB,Taxi,1.04,3,2025 5.09
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17063,"Mafah, Phil",DAL,RB,Taxi,1.07,3,2025 4.18
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17518,"Allen, Cyrus",KCC,WR,Taxi,1,4,2026 5.01
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17666,"van den Berg, Jordan",CHI,DT,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17619,"Dennis-Sutton, Dani",GBP,DE,Taxi,1.07,4,2026 4.11
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17155,"Gillotte, Ashton",KCC,DE,Taxi,1.03,3,2025 5.21
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,17597,"Height, Romello",SFO,DE,Taxi,0.98,4,2026 5.15
2026,2026-07-13T19:54:36Z,0009,Atlanta Falcons,NFC,16703,"Phillips, Andru",NYG,CB,Taxi,1.03,1,2024 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,13589,"Allen, Josh",BUF,QB,Active,27.24,1,2021 EXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,14907,"Delpit, Grant",CLE,S,Active,2.98,1,2024 iEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15768,"Pierce, Alec",IND,WR,Active,20.65,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15815,"Walker, Travon",JAC,DE,Active,10.19,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16263,"Martin, Quan",WAS,S,Active,1.84,1,2023 2.11
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16185,"Smith-Njigba, Jaxon",SEA,WR,Active,5.45,1,2023 1.06
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16620,"Worthy, Xavier",KCC,WR,Active,5.43,2,2024 1.05
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16639,"Legette, Xavier",CAR,WR,Active,2.28,2,2024 2.02
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16626,"Mitchell, Adonai",NYJ,WR,Active,2.1,2,2024 2.04
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,13198,"Garrett, Myles",LAR,DE,Active,19.6,1,2024 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12739,"Clark, Kenny",DAL,DT,Active,5.23,1,2024 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16619,"Franklin, Troy",DEN,WR,Active,1.52,2,2024 3.02
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15352,"Collins, Zaven",ARI,DE,Active,2.9,1,2025 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15798,"Likely, Isaiah",NYG,TE,Active,4.26,4,2024 iEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16344,"Stills, Dante",ARI,DT,Active,2.04,1,2025 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16178,"Mitchell, Keaton",LAC,RB,Active,6.05,1,2024 RRFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16870,"Speights, Omar",LAR,LB,Active,2.06,2,2025 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15749,"Pacheco, Isiah",DET,RB,Active,5.88,1,2025 SRFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17051,"Judkins, Quinshon",CLE,RB,Active,4.75,3,2025 1.07
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17075,"Golden, Matthew",GBP,WR,Active,2.99,3,2025 1.13
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17103,"Fannin, Harold",CLE,TE,Active,1.51,3,2025 3.02
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12221,"Hunter, Danielle",HOU,DE,Active,10.45,1,2025 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,8851,"Folk, Nick",ATL,PK,Active,1.1,1,2025 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17174,"Walker, Deone",BUF,DT,Active,2.73,6,2026 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15051,"Townsend, Tommy",TEN,PN,Active,2.07,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,14221,"Williams, Quincy",CLE,LB,Active,5.75,1,2025 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12698,"Reed, Jarran",SEA,DT,Active,1.1,1,2025 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,14158,"Oliver, Ed",BUF,DT,Active,7.13,2,2025 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12754,"Collins, Maliek",CLE,DT,Active,2.3,1,2026 oEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15852,"Gordon, Kyler",CHI,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,13764,"Johnson, Taron",LVR,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15989,"Jobe, Josh",SEA,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15076,"Rozeboom, Christian",TBB,LB,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16717,"Taylor-Demerson, Dadrion",ARI,S,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15762,"Pickens, George",DAL,WR,Active,33.75,6,2026 mEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,14073,"Jacobs, Josh",GBP,RB,Active,21.2,1,2026 mEXT
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17556,"Reese, Arvell",NYG,LB,Active,2.76,4,2026 1.15
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16661,"Hall Jr., Michael",CLE,DT,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15869,"Bernard, Terrel",BUF,LB,Active,3.7,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16702,"Green, Renardo",SFO,CB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12305,"Jarrett, Grady",CHI,DT,Active,2.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15890,"McFadden, Micah",NYG,LB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,12686,"Bosa, Joey",BUF,DE,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16640,"Cowing, Jacob",SFO,WR,Taxi,1.08,2,2024 5.10
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,11947,"McManus, Brandon",FA,PK,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17712,"Harris, Zxavian",NOS,DT,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17686,"Keenan, Tim",LAR,DT,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,15565,"Hoecht, Michael",BUF,DE,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16738,"Carlies, Jaylon",IND,LB,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17623,"Elarms-Orr, Kaleb",BUF,LB,Taxi,0.94,3,2026 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17166,"Ransaw, Caleb",JAC,CB,Taxi,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17172,"Woodson, Craig",NEP,S,Taxi,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17485,"Black, Kaelon",SFO,RB,Taxi,1.04,4,2026 4.15
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16725,"Mustapha, Malik",SFO,S,Taxi,1.03,1,2024 UDFA
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,16684,"Washington, Malik",MIA,WR,Taxi,1.09,2,2024 5.04
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17547,"Klare, Max",LAR,TE,Taxi,1.09,4,2026 4.08
2026,2026-07-13T19:54:36Z,0010,Carolina Panthers,NFC,17195,"Mills, Rylie",SEA,DT,Taxi,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14835,"Higgins, Tee",CIN,WR,Active,19.09,2,2023 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,13772,"Schultz, Dalton",HOU,TE,Active,8.18,1,2024 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16169,"Charbonnet, Zach",SEA,RB,Active,2.54,1,2023 2.01
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15001,"Curl, Kamren",LAR,S,Active,2.88,2,2024 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15751,"London, Drake",ATL,WR,Active,19.15,4,2025 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15393,"Odighizuwa, Osa",SFO,DT,Active,2.2,2,2024 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16580,"Maye, Drake",NEP,QB,Active,4.04,2,2024 1.08
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16616,"Odunze, Rome",CHI,WR,Active,6.14,2,2024 1.04
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14157,"Williams, Quinnen",DAL,DT,Active,14.06,2,2023 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14867,"Kmet, Cole",CHI,TE,Active,5.75,1,2025 B/R
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17048,"Johnson, Kaleb",PIT,RB,Active,3.41,3,2025 1.11
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17032,"Dart, Jaxson",NYG,QB,Active,2.35,3,2025 2.02
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17053,"Marks, Woody",HOU,RB,Active,1.2,2,2025 3.20
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15253,"Etienne, Travis",NOS,RB,Active,7.32,1,2025 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15357,"Barmore, Christian",NEP,DT,Active,13.7,1,2025 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14842,"Pittman, Michael",PIT,WR,Active,8.38,2,2023 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16723,"Barner, AJ",SEA,TE,Active,6.51,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17222,"Loop, Tyler",BAL,PK,Active,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16460,"Hickman, Ronnie",CLE,S,Active,1.1,1,2025 R/F
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16269,"Strange, Brenton",JAC,TE,Active,4.6,3,2025 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17044,"Hampton, Omarion",LAC,RB,Active,9.05,3,2025 1.02
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14899,"Kinlaw, Javon",WAS,DT,Active,2.09,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15872,"Bryant, Coby",CHI,S,Active,4.02,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16583,"Penix Jr., Michael",ATL,QB,Active,2.86,2,2024 1.13
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,13284,"Hendrickson, Trey",BAL,DE,Active,6,2,2024 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16235,"Hall, Derick",SEA,DE,Active,3.11,4,2025 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,12842,"Dixon, Riley",TBB,PN,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15375,"Newsome, Greg",NYG,CB,Active,1.1,1,2026 R/F
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16174,"Rodriguez, Chris",JAC,RB,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17142,"Revel, Shavon",DAL,CB,Active,1.1,1,2026 ERFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14138,"Hockenson, T.J.",MIN,TE,Active,11,1,2026 mEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15779,"Doubs, Romeo",NEP,WR,Active,5.3,4,2024 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15802,"Otton, Cade",TBB,TE,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15860,"Cook, Bryan",CIN,S,Active,2.01,2,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15806,"Thibodeaux, Kayvon",NYG,DE,Active,2.01,3,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14518,"Thompson, Jalen",DAL,S,Active,2.47,2,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,13690,"Sweat, Josh",ARI,DE,Active,4.38,2,2025 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17149,"Tuimoloau, JT",IND,DE,Active,3.14,3,2026 oEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16266,"Tuipulotu, Tuli",LAC,DE,Active,3.51,4,2025 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14877,"Young, Chase",NOS,DE,Active,5.4,3,2026 mEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17124,"Carter, Barrett",CIN,LB,Active,0.99,2,2025 UDFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15404,"Jones, Ernest",SEA,LB,Active,3.75,2,2023 iEXT
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,15380,"Campbell, Tyson",CLE,CB,Active,3.4,4,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,14180,"Murphy, Byron",MIN,CB,Active,3.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16236,"To'oTo'o, Henry",HOU,LB,Active,2,1,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,16843,"Mevis, Harrison",LAR,PK,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17187,"Riley, Quincy",NOS,CB,Active,1.1,1,2026 UFA
2026,2026-07-13T19:54:36Z,0011,New Orleans Saints,NFC,17156,"Porter, Darien",LVR,CB,Active,1.1,1,2026 UFA
